tweet_id,created_at,text
1236028984275673090,Fri Mar 06 20:40:48 +0000 2020,durk make the best hood love songs.
1236029025354690560,Fri Mar 06 20:40:58 +0000 2020,The enemy is behind the gates folks.
1236029072003813378,Fri Mar 06 20:41:09 +0000 2020,Did you ever realize history is “his-story?” Was this purposely created? Or did story come for “history” DID THE CHICKEN LAY THE FIRST EGG OR DID THE EGG BIRTH THE FIRST CHICKEN????????
1236029101011537920,Fri Mar 06 20:41:16 +0000 2020,"Individuals &amp; groups who participate in the occult may believe themselves independent but are not; the act removes that person from God's protection due to free will. Soros-level elites, ""magick"" devotees, so many unaffiliated others... all ensnared by the exact same darkness."
1236029105356836865,Fri Mar 06 20:41:17 +0000 2020,"Talking dirty to my bull and telling him it’s his little slut pussy💦
❤️I love being a hotwife❤️
Cum watch me in action💦👇🏼💦
https://t.co/Ncw9rhxPve https://t.co/dr87bz72ZO"
1236029142593941506,Fri Mar 06 20:41:26 +0000 2020,#buyalyyla #alyyla #hashtag3 Vampirina Costumes Kids Vampire Costumes Cosplay Girls Dresses Carnival Party Halloween Costumes for Kids Girls Fancy Dress https://t.co/jjcutbi4WY https://t.co/qU4fB6J3u0
1236029151666110466,Fri Mar 06 20:41:28 +0000 2020,God #LoveIsBlind is so cringe but I’m addicted
1236029184968929280,Fri Mar 06 20:41:36 +0000 2020,kageyama is so foul for this ill never forgive him
1236029269152862209,Fri Mar 06 20:41:56 +0000 2020,Fucking disgusting
1236029281567944706,Fri Mar 06 20:41:59 +0000 2020,This shit fire
1236029294377398277,Fri Mar 06 20:42:02 +0000 2020,I sweater god if see bitch on my TL one more time
1236029302510059521,Fri Mar 06 20:42:04 +0000 2020,"""That's what God wants us to do"" Little boy rides his tricycle to help tornado victims https://t.co/sJpJuPlYxP"
1236029323674558464,Fri Mar 06 20:42:09 +0000 2020,Illegal Aliens Are Becoming a Special Class of Society – Showered With Free Taxpayer Benefits and Immune from Criminal Prosecutions https://t.co/caFNfB2Cxq via @american_mirror   The dems. lift up Child Rapist
1236029373762822144,Fri Mar 06 20:42:21 +0000 2020,"@jodirosoff @seyitsme Honestly, that's MUCH less messy. LOL But it takes precision! The nice thing about glitter is it's such a mess, who knows if you messed it up a little more. 😂"
1236029453828055041,Fri Mar 06 20:42:40 +0000 2020,"The 1st Pct. is home to Tribeca, Wall St., many tourist sites…and PBA HQ. It is one of the highest-profile &amp; best protected areas of the city. 

Robberies this year ARE UP 486%
Compared to 2018 UP 242%
Compared to 2010 UP 413%

This is what the criminal advocates wanted. https://t.co/gR6pDUxG4b"
1236029558383611905,Fri Mar 06 20:43:05 +0000 2020,im 30 mins away bitch On God im otw
1236029688285409280,Fri Mar 06 20:43:36 +0000 2020,"That work Husbnad thread was so disturbing,I am still not over it. These ladies was proud to tell strangers just how disgusting they are. They love cheating. Some people are just horrible"
1236029713665097728,Fri Mar 06 20:43:42 +0000 2020,@RichToon64 @mortgageprison Perhaps they can use some of that cash to help out the #mortgageprisoners who bailed out the banks...what a crazy world if the politicians don't get it and kerp sitting on the fence. It's criminal
1236029717951717376,Fri Mar 06 20:43:43 +0000 2020,"OH MY GOD
IN DRAGONBALL THERES A GIANT FAT PIG WITH ANTLERS AND BUTTERFLY WINGS 
IM IN LOVE https://t.co/XxrISVoIRQ"
1236029726109597696,Fri Mar 06 20:43:45 +0000 2020,“Gotta go thru some shit to get to some Shit” on God that’s the realist shut I ever said 😂
1236029738801672194,Fri Mar 06 20:43:48 +0000 2020,@Troyyxy This is disgusting wtf is she doing? Why are they laughing?
1236029742836523009,Fri Mar 06 20:43:49 +0000 2020,Someone needs to take India to the International Criminal Court.
1236029902274453505,Fri Mar 06 20:44:27 +0000 2020,Download https://t.co/HMVVFEaPJV – Livestream: Project File Walkthrough with Gent &amp; Jawns here: https://t.co/tk3l7e7haz
1236029948487446528,Fri Mar 06 20:44:38 +0000 2020,"FBI had ""previous involvement"" with the terrorists behind Boston Marathon, Pulse Nightclub &amp; Fort Hood. If you're awake, you'll realize this is just soft-disclosure that our own trusted agencies were being weaponized by the Deep State to massacre us for political advantage."
1236029977939845120,Fri Mar 06 20:44:45 +0000 2020,"@KTHopkins Katie. You still look like a gargoyle, all that make up can’t hide all that ugly. Also fix your teeth, unless you can’t afford to do that"
1236029981807063046,Fri Mar 06 20:44:46 +0000 2020,How horrible
1236029999674568705,Fri Mar 06 20:44:50 +0000 2020,Honored! Thanks much and appreciated @FrankTru1 💯❤️💯.  The orig pic was taken the Summer Beat Street (1984) was released at the infamous T Connection in The Bronx. #WomensHistoryMonth #ImAPioneer #1stFemaleMCSoloist 🎤
1236030020256137218,Fri Mar 06 20:44:55 +0000 2020,"The caveat that it’s just #SpringTraining2020 acknowledged, Lester just struck out the side — Abreu, Grandal, Encarnacion — after allowing the first two batters on base. He remains as fierce as ever.
#Cubs vs #WhiteSox"
1236030037066907650,Fri Mar 06 20:44:59 +0000 2020,"One of tonight's best moments!

""I didn't like the job Obama &amp; Biden did to our military, we didn't even have a military, it was DEPLETED &amp; EMBARRASSING.""

This is why the military LOVES Pres Trump! What an amazing difference!! 

Hands up if you agree!🙋‍♀️ https://t.co/4bEimryZ6w"
1236030061796626436,Fri Mar 06 20:45:05 +0000 2020,"The account was set up with the intent of performing long term investigative work into antifascism in Ireland, as well as its insidious and often blatant links with civic society, journalism and politics.  https://t.co/hinuwLiJuG"
1236030066372599814,Fri Mar 06 20:45:06 +0000 2020,Pep wary of 'incredibly aggressive' Man Utd #mufc #ManUtd https://t.co/9MkP6R2aUJ
1236030095271305216,Fri Mar 06 20:45:13 +0000 2020,"So what the President can handle himself, Lindsey you are a swamp creature"
1236030095933886464,Fri Mar 06 20:45:13 +0000 2020,"PSA: You have every right to form your worldview off the personality aggregate of a candidate’s online supporters, an aggregate manufactured by corporations that face hostile dismemberment under said candidate’s regime, but you can’t do so while calling yourself a “progressive.”"
1236030133254881280,Fri Mar 06 20:45:22 +0000 2020,I want Susan Collins crushed like a bug during her reelection.
1236030158730964992,Fri Mar 06 20:45:28 +0000 2020,"@sunraysunray Were any Nazi flags unfurled at her rallies?

Am I the only one who thinks that having a Nazi flag unfurled at a rally for a Jewish candidate is more disturbing than some snake emojis?"
1236030158785712128,Fri Mar 06 20:45:28 +0000 2020,"You are disgusting Woj, they are not referred as owners correct term is team governors. @ESPNNBA please do something to this racist puck @wojespn"
1236030179668922368,Fri Mar 06 20:45:33 +0000 2020,"oh, women of all sorts are highly qualified…so long as they're not actually running in a current election because then COPS! SNAKE EMOJIS! NOT DROPPING OUT TO HELP AN OPPONENT WHY I NEVUH!!"
1236030183955709954,Fri Mar 06 20:45:34 +0000 2020,This is sad. Lisa and I are friends but this truly is gutter like garbage. https://t.co/8Lpd2oIDBA
1236030238183874560,Fri Mar 06 20:45:47 +0000 2020,@yeonjunize Can you believe im avoiding everything about the lightstick on my tl to avoid spoilers 😂 when it was at the end of the moa academy vid i was like HDKDHFJF TXT WHY IM TRYING TO AVOID HOW IT LOOKS IN PERSON UNTIL ITS IN MY HANDS 🤣
1236030238435553280,Fri Mar 06 20:45:47 +0000 2020,shit is so fire he put his jacket on twice just to take it off again
1236030259746574336,Fri Mar 06 20:45:52 +0000 2020,"Former U.S. Attorney Says Schumer's Threats to Kavanaugh and Gorsuch May be ""Criminal""  https://t.co/vkWwsIpC5m"
1236030262988980225,Fri Mar 06 20:45:53 +0000 2020,"it’s that damn birth control, like gawd damn that shit be blowing y’all up."
1236030279636185088,Fri Mar 06 20:45:57 +0000 2020,"In this hour's installment of ""is this a tweet about climate change, or pandemic?"" we have an entry by the formidable @SarahEMyhre ❤️"
1236030288091897857,Fri Mar 06 20:45:59 +0000 2020,"What's to blame this week then Forest fans? Referee? The other club ""cheating"" the parachute payments? Weather?"
1236030355628572672,Fri Mar 06 20:46:15 +0000 2020,I agree with @tedcruz -- Chuck Schumer MUST be censured for threatening Justices by name on the steps of #SCOTUS #CensureSchumer: https://t.co/LimsRrxCcz
1236030392802717696,Fri Mar 06 20:46:24 +0000 2020,This is sad. Lisa and I are friends but this truly is gutter like garbage.
1236030406211899395,Fri Mar 06 20:46:27 +0000 2020,"This is a direct &amp; dangerous threat to the U.S. Supreme Court by Schumer. If a Republican did this, he or she would be arrested, or impeached. Serious action MUST be taken NOW! https://t.co/WqQUbyzaJU"
1236030418312364032,Fri Mar 06 20:46:30 +0000 2020,"For those of you who aren't Jewish let me explain how serious this is, it's like having someone tweet a snake emoji in your mentions. Maybe not that bad but it's the only thing comparable"
1236030419562266626,Fri Mar 06 20:46:31 +0000 2020,"@GhenryPerez I agree, the game is supposed to look disgusting to highlight how frightning the atmosphere is"
1236030422649356288,Fri Mar 06 20:46:31 +0000 2020,"Fire Did Not Cause Building 7’s Collapse on 9/11, New Study Finds
https://t.co/61yxmAgvoy

#WTC7 #911Remembered #ControlledDemolition @NIST @ASCETweets #FDNYSmart #911Whistleblowers #uafairbanks #911Museum #SilversteinProperties https://t.co/fC8MMajNpG"
1236030444145172481,Fri Mar 06 20:46:36 +0000 2020,"Your soul is fierce, your heart is brave, your mind is strong. You have a ‘Wonder Woman’ inside of you and nothing can dim the light which shines from within you. Wishing you all a blessed day. https://t.co/0egLrcB0W2"
1236030447869517825,Fri Mar 06 20:46:37 +0000 2020,"Socialism for the rich. 

What happens to the people who serve meals, make beds, perform other low paying jobs? 
 https://t.co/EBPqnCZCX7"
1236030477422587904,Fri Mar 06 20:46:44 +0000 2020,i am so jealous of every single of these beautiful ladies on this thread..😭 my stomach + stretch marks could never.
1236030489598857217,Fri Mar 06 20:46:47 +0000 2020,@RealJamesWoods look at all the thugs swarm like flies to shit!  Such bravery and manliness !
1236030494216728576,Fri Mar 06 20:46:48 +0000 2020,"@FactsFactsFact1 @RealMattCouch Nice try bud. That type of AR is not sold. All AR15's are semi-automatic and is not a select fire rifle which is what assault rifles are classified as. Now, go to wikipedia and look up AR15 style rifle and learn the difference between them."
1236030498763202560,Fri Mar 06 20:46:49 +0000 2020,"@NissanEV_UK @DenkiJidousha Ugh god not another hydrogen failure, please no, come on"
1236030561296121858,Fri Mar 06 20:47:04 +0000 2020,@RealEricCarmen Socialism is akin to staying in your parents basement!  “Mommy can you bring another grape soda”
1236030598998867970,Fri Mar 06 20:47:13 +0000 2020,"‘The Outsider’ Brings a Faceless Terror, and Stephen King, to HBO - The New York Times https://t.co/kTbch8u9SV via @Instapaper"
1236030649099837440,Fri Mar 06 20:47:25 +0000 2020,@pynkimprint baby i will turn on some Carrie and SERVE on the way to the club or the hood chicken spot ... and WAITZ FOR A comment https://t.co/usTc3ozmTz
1236030661401743360,Fri Mar 06 20:47:28 +0000 2020,Listen to the most recent episode of my podcast: obsessed with the enemy.  https://t.co/H3bB8z3t4d
1236030661812617216,Fri Mar 06 20:47:28 +0000 2020,"Before Modi govt starts screaming that indiscriminate lending by Yes Bank happened in UPA era look at one data point: In September 2017 total loan book of Yes was about Rs. 1.4 lakh crore. Just in one year, by Sept 2018, its loan book went up 60%, to Rs.2.4 lakh crore! Whodunit?"
1236030661825302533,Fri Mar 06 20:47:28 +0000 2020,"The criminal action of Greece, Turkey and the EU against refugees. Not in our name. English/Spanish https://t.co/Ii4m6xqIL7 https://t.co/fAGLL2emxc"
1236030732704927746,Fri Mar 06 20:47:45 +0000 2020,"When you don't like the game, just change the rules to suit your needs. #DNCrigged This woman really is the only candidate on the entire democrat ticket that isn't completely insane. #Biden &amp; @DNC #corruption is a like a submarine running on the surface now. In plain sight."
1236030784663941120,Fri Mar 06 20:47:58 +0000 2020,@phil_rack @bunivasal @Dirk_Hemil @btcBernie @rcrsv @naval @BernieSanders We should be disarming the military and drastically cutting the budget as it is
1236030821615759360,Fri Mar 06 20:48:06 +0000 2020,"No Sibu. Encouraging women to take up space is one thing but being able to identify that it is men who hog the spaces we want to occupy is another, we’re allowed to challenge that. People who benefit of course won’t want change, but only THEY can effect it because it’s THEM"
1236030830436327424,Fri Mar 06 20:48:08 +0000 2020,Millions agree   unfortunately social media censures us I've been screaming it too. For years too https://t.co/ICbyzzvvSc
1236030867404976128,Fri Mar 06 20:48:17 +0000 2020,"@AlxThomp Totally agree!  Also, big structural change scares people who already distrust big govt"
1236030879631278080,Fri Mar 06 20:48:20 +0000 2020,"Borderline criminal, what this regime is doing.

It appears that the proposed $500m to revamp NTA has been approved."
1236030904860119041,Fri Mar 06 20:48:26 +0000 2020,"🦋 3 Videos $10 🦋

• 1:37 min Fingering while dirty talking

• 1 min Twerking

• 1:53 min Cumming in the shower

• 1:51 min Plauing with my pussy

• 2 min Dildo bj in the shower

• 2:20 Fucking my hairy pussy

• 2:20 Smoking while playing with my pussy

Cash app 🌻 Venmo https://t.co/RqzkbKm2GM"
1236030913009475584,Fri Mar 06 20:48:28 +0000 2020,"Former US Attorney Says Schumer's Threats ""May Very Well Be Criminal""...

RT IF YOU WOULD LIKE TO SEE CHUCK SCHUMER CHARGED..

https://t.co/btyx73A06t"
1236030943485472768,Fri Mar 06 20:48:35 +0000 2020,"Poor baby, she is so cute I’m glad the woman told her exactly that cause kids these days are nasty and ruthless"
1236031035449761792,Fri Mar 06 20:48:57 +0000 2020,"@thehill 2019 the easiest thing for any normie paying attention to things was: Jeffery Epstein wasn't gonna live to rat out the rich, famous, connected elites. 

And in 2020 this takes the cake for easy-to-predict: the DNC won't let Tulsi spoil their electioneering efforts."
1236031047739064325,Fri Mar 06 20:49:00 +0000 2020,"""it’s really disgusting that you’re celebrating this. what’s the link? https://t.co/10ETYNRao3"
1236031052088397824,Fri Mar 06 20:49:01 +0000 2020,@deadline_guru @BhagwaHal9000 @Gabbar0099 I don't see no rss fella flying planes into building screaming Allah Akbar
1236031093914075138,Fri Mar 06 20:49:11 +0000 2020,"@maryannhare @crazywokeasian @stellaaaa @JustAGurLnSwedn @AsteadWesley Gaslighting refers to a serious and insidious form of mental/emotional abuse. Stop cheapening the meaning of the term gaslighting by applying it to someone who just holds a different viewpoint than you.

Seriously, reread what you both wrote and think about whether that was okay."
1236031097974202371,Fri Mar 06 20:49:12 +0000 2020,"ANGRY fire cat needs that sol emerald
#BlazeTheCat #fanart #SonicTheHedgehog https://t.co/H7tfdQi18x"
1236031123005878274,Fri Mar 06 20:49:18 +0000 2020,"All bitch, s barking against there birth"
1236031153234116608,Fri Mar 06 20:49:25 +0000 2020,'What really held women back was the crushing culture of overwork at the firm.'
1236031173178032133,Fri Mar 06 20:49:30 +0000 2020,"@StopTweetingMia It’s Disney ffs. They may be so janky-brained as to think that’s a feature, not a bug."
1236031173715005442,Fri Mar 06 20:49:30 +0000 2020,"@uyarakq @amybeatrice @UnistotenCamp @Gidimten how about you read what has been proposed and agreed to by multiple bad members and studied. read the coastal gaslinks timeline to have your mind blown.. Its not a conspiracy, it explains every step taken."
1236031202416443392,Fri Mar 06 20:49:37 +0000 2020,Using Namaste to greet your friends transfers ZERO bacteria. I think it’s time to implement this to prevent the spread of Coronavirus. https://t.co/ENdwHO9WDX
1236031206787031040,Fri Mar 06 20:49:38 +0000 2020,o bug da bike do gta https://t.co/dLiqypV30n
